Column1,Column2,Column3,Column4,Column5
numexpr-2.10.2-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
numexpr-2.10.2-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-26.2.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
numba-0.62.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
numba-0.62.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-26.2.1-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-26.3.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-26.3.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-26.3.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-26.3.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-26.3.0-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-26.4.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-26.4.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-26.4.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-26.4.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-27.0.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-26.4.0-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-27.0.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-27.0.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-27.0.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-27.0.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-27.0.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-27.0.1-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-27.0.1-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-27.0.2-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-27.0.2-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-27.0.1-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-27.0.2-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-27.0.2-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-27.0.2-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-27.1.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-27.1.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-27.1.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
pyzmq-27.1.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
rake_nltk-1.0.6-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
requests_kerberos-0.14.0-py2.py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
rdflib-7.1.4-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
pyzmq-27.1.0-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
requests_oauthlib-2.0.0-py2.py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
rope-1.13.0-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
re2-20220401-py3-none-any.whl,SUCCESS,,SUCCESS,
rq-2.3.2-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
rq-2.3.3-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
ruamel.yaml.clib-0.2.11-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
ruamel.yaml.clib-0.2.11-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
ruamel.yaml.clib-0.2.11-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
ruamel.yaml.clib-0.2.11-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
ruamel_yaml_clib-0.2.14-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
ruamel_yaml_clib-0.2.14-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
ruamel.yaml.clib-0.2.11-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
ruamel_yaml_clib-0.2.14-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
ruamel_yaml_clib-0.2.14-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
ruamel_yaml_clib-0.2.14-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
ruamel.yaml.clib-0.2.6-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
ruamel.yaml.clib-0.2.6-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
ray-2.47.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
ray-2.47.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.20.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.19.3-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.20.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.20.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.19.3-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.19.3-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.20.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.22.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.22.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.22.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.22.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.24.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.22.0-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.24.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.24.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.24.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.25.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.24.0-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.25.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.25.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.25.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.25.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.25.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.25.1-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.25.1-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.25.2-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.25.2-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.25.2-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_image-0.25.2-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.3.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.1.1-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.1.1-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.3.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.3.0-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.5.2-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.5.2-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.5.2-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.5.2-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.5.2-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.6.1-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.6.1-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.6.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.6.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.6.1-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.7.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.7.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.7.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.7.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.7.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.7.1-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.7.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.7.1-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.7.2-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.7.2-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.7.2-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.7.2-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.8.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.8.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scikit_learn-1.8.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.13.1-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.13.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.13.1-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.13.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.13.1-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.14.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.14.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.14.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.14.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.14.1-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.14.1-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.14.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.14.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.15.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.15.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.15.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.15.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.15.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.15.1-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.15.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.15.1-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.15.2-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.15.2-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.15.2-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.15.2-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.15.3-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.15.3-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.15.3-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.15.3-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.16.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.16.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.16.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.16.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.16.1-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.16.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.16.2-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.16.2-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.16.2-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
seaborn-0.13.2-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
scipy-1.16.3-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.16.3-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
searxng-2025.11.18+576c8ca99-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
semgrep_pre_commit_package-1.123.0-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
semver-3.0.2-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
semver-3.0.4-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
scipy-1.16.3-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
sentencepiece-0.1.97-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
sentencepiece-0.1.97-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
sentencepiece-0.1.97-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
sentencepiece-0.1.97-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.17.0.dev0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.17.0.dev0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
scipy-1.17.0.dev0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
sentencepiece-0.1.99-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
sentencepiece-0.1.97-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
sentencepiece-0.1.99-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
sentencepiece-0.1.99-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
sentencepiece-0.1.99-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
sentencepiece-0.2.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
sentencepiece-0.2.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
sentencepiece-0.2.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
sentencepiece-0.2.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
sentencepiece-0.1.99-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
sentencepiece-0.2.0-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
sentencepiece-0.2.1-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
sentencepiece-0.2.1-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
sentencepiece-0.2.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
sentencepiece-0.2.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
sentry_sdk-2.29.1-py2.py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
sentry_sdk-2.33.0-py2.py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
sentencepiece-0.2.1-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.0.6-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.0.6-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.0.6-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.0.6-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.0.6-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.0.7-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.0.7-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.0.7-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.0.7-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.0.7-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.1.0-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.1.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.1.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.1.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.1.1-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.1.1-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.1.1-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.1.1-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.1.2-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.1.2-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.1.2-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
shapely-2.1.2-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
simplejson-3.17.6-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
simplejson-3.17.6-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
simplejson-3.17.6-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
simplejson-3.17.6-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
skl2onnx-1.18.0-py2.py3-none-linux_ppc64le.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
snappy-1.2.2-py3-none-any.whl,SUCCESS,,SUCCESS,
sklearn_pandas-2.2.0-py2.py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
sparkmagic-0.20.0-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
sphinx_autodoc_typehints-3.2.0-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
simplejson-3.17.6-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
sphinx_gallery-0.19.0-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
sphinx_issues-5.0.1-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
sphinx_prompt-1.9.0-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
sphinx_rtd_theme-3.0.0-py2.py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
sphinx_rtd_theme-3.0.2-py2.py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
sphinxcontrib_programoutput-0.18-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
stripe-10.5.0-py2.py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
stripe-12.2.0-py2.py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
statsmodels-0.13.5-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
statsmodels-0.14.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
statsmodels-0.14.4-cp313-cp313-linux_ppc64le.whl,SUCCESS,,SUCCESS,
statsmodels-0.14.4-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
statsmodels-0.14.4-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
statsmodels-0.14.5-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
statsmodels-0.14.4-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
tensorflow_io_gcs_filesystem-0.35.0-cp310-cp310-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtensorflow_framework.so.2"" could not be located",SKIPPED,
tensorflow_io_gcs_filesystem-0.35.0-cp311-cp311-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtensorflow_framework.so.2"" could not be located",SKIPPED,
tensorboard_plugin_wit-1.6.0-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
tensorflow_model_optimization-0.8.0-py3-none-linux_ppc64le.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
tensorflow_text-2.18.1-cp312-cp312-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtensorflow_framework.so.2"" could not be located",SKIPPED,
sympy-1.11.1-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
tensorflow_datasets-4.9.7-py3-none-linux_ppc64le.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
tensorflow-2.18.1-cp310-cp310-linux_ppc64le.whl,FAILED,OSError: [Errno 28] No space left on device,SKIPPED,
tensorflow-2.13.0-cp310-cp310-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtensorflow_cc.so.2"" could not be located",SKIPPED,
tensorflow-2.13.0-cp39-cp39-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtensorflow_cc.so.2"" could not be located",SKIPPED,
termcolor-1.0.1-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
termcolor-1.1.0-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
termcolor-2.1.0-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
termcolor-2.5.0-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
tensorflow-2.18.1-cp312-cp312-linux_ppc64le.whl,FAILED,OSError: [Errno 28] No space left on device: '/tmp/tmps7g7meqk/tensorflow/include/tensorflow/third_party/xla/xla/mlir_hlo/mhlo/transforms/legalize_dot_to_dot_general',SKIPPED,
tensorflow-2.18.1-cp311-cp311-linux_ppc64le.whl,FAILED,OSError: [Errno 28] No space left on device,SKIPPED,
termcolor-3.1.0-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
terminado-0.18.1-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
textstat-0.7.7-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
tf_model_optimization_nightly-0.7.4-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
tf_model_optimization_nightly-0.8.0-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
tf2onnx-1.15.1-py3-none-any.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
tf2onnx-1.16.1-py3-none-linux_ppc64le.whl,SUCCESS,no ELF files found (no-arch wheel),SUCCESS,
tiktoken-0.7.0-cp310-cp310-linux_ppc64le.whl,SUCCESS,,SUCCESS,
tiktoken-0.7.0-cp311-cp311-linux_ppc64le.whl,SUCCESS,,SUCCESS,
thrift_cpp-0.18.0-py3-none-any.whl,SUCCESS,,SUCCESS,
thrift_cpp-0.21.0-py3-none-any.whl,SUCCESS,,SUCCESS,
tiktoken-0.7.0-cp312-cp312-linux_ppc64le.whl,SUCCESS,,SUCCESS,
tiktoken-0.7.0-cp39-cp39-linux_ppc64le.whl,SUCCESS,,SUCCESS,
tokenizers-0.21.0-cp39-abi3-linux_ppc64le.whl,SUCCESS,,SUCCESS,
tokenizers-0.21.1-cp39-abi3-linux_ppc64le.whl,SUCCESS,,SUCCESS,
torch-2.0.1-cp310-cp310-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
torch-2.0.1-cp39-cp39-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libc10.so"" could not be located",SKIPPED,
torch-2.1.0-cp39-cp39-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
torch-2.1.2-cp311-cp311-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
tensorflow_text-2.14.0-cp311-cp311-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtensorflow_framework.so.2"" could not be located",SKIPPED,
tensorflow_text-2.14.0-cp310-cp310-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtensorflow_framework.so.2"" could not be located",SKIPPED,
tensorflow-2.14.1-cp310-cp310-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""$ORIGIN/../lib/libpython3.10.so.1.0"" could not be located",SKIPPED,
torch-2.1.2-cp39-cp39-linux_ppc64le.whl,FAILED,"ValueError: Cannot repair wheel, because required library ""libtorch_cpu.so"" could not be located",SKIPPED,
